time,server1,server2,
2010-07-26 10:19:29,0.026664,0.018703
2010-07-26 10:21:52,0.020125,0.018958
2010-07-26 10:24:39,0.036077,0.016575
2010-07-26 10:26:52,0.017776,0.039252
2010-07-26 10:29:49,0.035815,0.016448
2010-07-26 10:31:52,0.019204,0.015263
2010-07-26 10:34:59,0.033268,0.039544
2010-07-26 10:36:52,0.01775,0.017943
2010-07-26 10:40:09,0.755792,0.016403
2010-07-26 10:41:52,0.015547,0.016576
2010-07-26 10:45:19,0.026726,0.017882
2010-07-26 10:46:52,0.015866,0.018006
2010-07-26 10:50:29,0.025375,0.017957
2010-07-26 10:51:52,0.019085,0.017815
2010-07-26 10:55:39,0.0224,0.018249
2010-07-26 10:56:52,0.229059,0.017078
2010-07-26 11:00:49,0.01847,0.016246
2010-07-26 11:01:52,0.366052,0.017898
2010-07-26 11:05:59,0.039612,0.017778
2010-07-26 11:06:52,0.249478,0.018145
2010-07-26 11:11:09,0.072345,0.01384
2010-07-26 11:11:52,0.201296,0.016934
2010-07-26 11:16:19,0.036496,0.01592
2010-07-26 11:16:52,0.385345,0.017732
2010-07-26 11:21:29,0.024229,0.023451
2010-07-26 11:21:52,0.343471,0.0164
2010-07-26 11:26:39,0.07256,0.017269
2010-07-26 11:26:52,0.037599,0.015159
2010-07-26 11:31:49,2.051682,0.017571
2010-07-26 11:31:52,0.017965,0.016336
2010-07-26 11:36:52,0.389562,0.02172
2010-07-26 11:36:59,0.038546,0.022405
2010-07-26 11:41:52,0.03775,0.0172
2010-07-26 11:42:09,0.025324,0.054392
2010-07-26 11:46:52,0.036446,0.34237
2010-07-26 11:47:19,0.024274,0.017294
2010-07-26 11:51:52,0.018595,0.08253
2010-07-26 11:52:29,0.038874,0.095599
2010-07-26 11:56:52,0.018409,0.091747
2010-07-26 11:57:39,0.087845,0.048568
2010-07-26 12:01:52,0.036418,0.01543
2010-07-26 12:02:49,0.02912,0.016399
2010-07-26 12:06:52,0.508459,0.020154
2010-07-26 12:07:59,0.016582,0.017756
2010-07-26 12:11:52,0.34842,0.015877
2010-07-26 12:13:09,0.030095,0.015162
2010-07-26 12:16:52,0.040901,0.016365
2010-07-26 12:18:19,0.035639,0.015742
2010-07-26 12:21:52,0.018281,0.018735
2010-07-26 12:23:29,0.033388,0.017056
2010-07-26 12:26:52,0.016582,0.015277
2010-07-26 12:28:39,0.029762,0.01777
2010-07-26 12:31:52,0.01548,0.017113
2010-07-26 12:33:49,0.03875,0.016813
2010-07-26 12:36:52,0.015585,0.015566
2010-07-26 12:38:59,0.427381,0.01831
2010-07-26 12:41:52,0.016723,0.015489
2010-07-26 12:44:09,0.630085,0.01729
2010-07-26 12:46:52,0.017497,0.015935
2010-07-26 12:49:19,0.350169,0.017187
2010-07-26 12:51:52,0.016936,0.017168
2010-07-26 12:54:29,0.034661,0.016321
2010-07-26 12:56:52,0.03096,0.015005
2010-07-26 12:59:39,0.258836,0.024386
2010-07-26 13:01:52,0.01831,0.017475
2010-07-26 13:04:49,0.344909,0.017999
2010-07-26 13:06:52,0.017929,0.015511
2010-07-26 13:09:59,0.486305,0.018443
2010-07-26 13:11:52,0.017391,0.017534
2010-07-26 13:15:09,0.04239,0.018146
2010-07-26 13:16:52,0.01554,0.017495
